id,hsk_level,word,pinyin,pos_zh,pos_en,pos_th,trans_en,trans_th,example_zh,example_th,example_en
9395,7-9,天花板,tiānhuābǎn,名,n.,คำนาม,ceiling,เพดาน,这是天花板。,นี่คือเพดาน,This is ceiling.
9396,7-9,添加剂,tiānjiājì,名,n.,คำนาม,additive; food additive,สารเติมแต่ง,这是添加剂。,นี่คือสารเติมแต่ง,This is additive.
9397,7-9,田间,tiánjiān,名,n.,คำนาม,field; farm,สนาม,这是田间。,นี่คือสนาม,This is field.
9398,7-9,天经地义,tiānjīng-dìyì,形,adj.,คำคุณศัพท์,perfectly justified,สมเหตุสมผล,这个很天经地义。,อันนี้สมเหตุสมผลมาก,This is very perfectly justified.
9399,7-9,天伦之乐,tiānlúnzhīlè,-,-,-,family love and joy; domestic bliss,ความสุขของครอบครัว,这是天伦之乐。,นี่คือความสุขของครอบครัว,This is family love and joy.
9400,7-9,甜美,tiánměi,形,adj.,คำคุณศัพท์,sweet; pleasant,หวาน,这个很甜美。,อันนี้หวานมาก,This is very sweet.
9401,7-9,甜蜜,tiánmì,形,adj.,คำคุณศัพท์,sweet; happy,หวาน,这个很甜蜜。,อันนี้หวานมาก,This is very sweet.
9402,7-9,天平,tiānpíng,名,n.,คำนาม,scales,สมดุล,这是天平。,นี่คือสมดุล,This is scales.
9403,7-9,天桥,tiānqiáo,名,n.,คำนาม,overpass; footbridge,สะพานลอย,这是天桥。,นี่คือสะพานลอย,This is overpass.
9404,7-9,天生,tiānshēng,形,adj.,คำคุณศัพท์,nature; disposition,โดยกำเนิด,这个很天生。,อันนี้โดยกำเนิดมาก,This is very nature.
9405,7-9,天使,tiānshǐ,名,n.,คำนาม,angel,นางฟ้า,这是天使。,นี่คือนางฟ้า,This is angel.
9406,7-9,天堂,tiāntáng,名,n.,คำนาม,paradise; heaven,สวรรค์,这是天堂。,นี่คือสวรรค์,This is paradise.
9407,7-9,天线,tiānxiàn,名,n.,คำนาม,antenna; mast,เสาอากาศ,这是天线。,นี่คือเสาอากาศ,This is antenna.
9408,7-9,天性,tiānxìng,名,n.,คำนาม,nature; innate tendency,ธรรมชาติ,这是天性。,นี่คือธรรมชาติ,This is nature.
9409,7-9,田野,tiányě,名,n.,คำนาม,field; open land,สนาม,这是田野。,นี่คือสนาม,This is field.
9410,7-9,田园,tiányuán,名,n.,คำนาม,fields; countryside,ชนบท,这是田园。,นี่คือชนบท,This is fields.
9411,7-9,挑,tiǎo,动,v.,กริยา,to carry on a shoulder pole; to choose,เลือก,他挑了。,เขาเลือกแล้ว,He carry on a shoulder pole.
9412,7-9,挑拨,tiǎobō,动,v.,กริยา,to incite disharmony; to instigate,เพลย์ออฟ,他挑拨了。,เขาเพลย์ออฟแล้ว,He incite disharmony.
9413,7-9,跳槽,tiàocáo,动,v.,กริยา,to change jobs; job-hopping,การเปลี่ยนงานบ่อย,他跳槽了。,เขาการเปลี่ยนงานบ่อยแล้ว,He change jobs.
9414,7-9,跳动,tiàodòng,动,v.,กริยา,to throb; to pulse,ตี,他跳动了。,เขาตีแล้ว,He throbs.
9415,7-9,调和,tiáohé,形、动,v. / adj.,คำคุณศัพท์ / กริยา,harmonious; to mediate,ประนีประนอม / (กริยา: mediate),这个很调和。,อันนี้ประนีประนอมมาก,This is very harmonious.
9416,7-9,调剂,tiáojì,动,v.,กริยา,to adjust; to balance,ปรับ,他调剂了。,เขาปรับแล้ว,He adjusts.
9417,7-9,调解,tiáojiě,动,v.,กริยา,to mediate,ไกล่เกลี่ย,他调解了。,เขาไกล่เกลี่ยแล้ว,He mediates.
9418,7-9,调侃,tiáokǎn,动,v.,กริยา,to ridicule; to tease,การล้อเล่น,他调侃了。,เขาการล้อเล่นแล้ว,He ridicules.
9419,7-9,调控,tiáokòng,动,v.,กริยา,to regulate; to control,ระเบียบข้อบังคับ,他调控了。,เขาระเบียบข้อบังคับแล้ว,He regulates.
9420,7-9,条款,tiáokuǎn,名,n.,คำนาม,clause,ข้อกำหนดและเงื่อนไข,这是条款。,นี่คือข้อกำหนดและเงื่อนไข,This is clause.
9421,7-9,条例,tiáolì,名,n.,คำนาม,regulations; rules,ข้อบังคับ,这是条例。,นี่คือข้อบังคับ,This is regulations.
9422,7-9,条理,tiáolǐ,名,n.,คำนาม,arrangement; order,คำสั่ง,这是条理。,นี่คือคำสั่ง,This is arrangement.
9423,7-9,调料,tiáoliào,名,n.,คำนาม,condiment; seasoning,เครื่องปรุงรส,这是调料。,นี่คือเครื่องปรุงรส,This is condiment.
9424,7-9,跳伞,tiàosǎn,动,v.,กริยา,to parachute; to bail out,ร่มชูชีพ,他跳伞了。,เขาร่มชูชีพแล้ว,He parachutes.
9425,7-9,调试,tiáoshì,动,v.,กริยา,to debug; to adjust components during testing,ดีบัก,他调试了。,เขาดีบักแล้ว,He debugs.
9426,7-9,挑剔,tiāoti,动,v.,กริยา,picky; fussy,จู้จี้จุกจิก,他挑剔了。,เขาจู้จี้จุกจิกแล้ว,He picky.
9427,7-9,眺望,tiàowàng,动,v.,กริยา,to survey the scene from an elevated position,มองออกไป,他眺望了。,เขามองออกไปแล้ว,He survey the scene from an elevated position.
9428,7-9,挑衅,tiǎoxìn,动,v.,กริยา,to provoke; provocation,เร้าใจ,他挑衅了。,เขาเร้าใจแล้ว,He provokes.
9429,7-9,条约,tiáoyuē,名,n.,คำนาม,treaty; pact,สนธิสัญญา,这是条约。,นี่คือสนธิสัญญา,This is treaty.
9430,7-9,跳跃,tiàoyuè,动,v.,กริยา,to jump; to leap,กระโดด,他跳跃了。,เขากระโดดแล้ว,He jumps.
9431,7-9,提拔,tíbá,动,v.,กริยา,to promote to a higher job; to select for promotion,ได้รับการเลื่อนขั้น,他提拔了。,เขาได้รับการเลื่อนขั้นแล้ว,He promote to a higher job.
9432,7-9,替补,tìbǔ,动、名,n. / v.,กริยา / คำนาม,to replace; a substitute,ตัวแทน / (กริยา: replace),他替补了。,เขาตัวแทนแล้ว,He replaces.
9433,7-9,体裁,tǐcái,名,n.,คำนาม,genre; style,ประเภท,这是体裁。,นี่คือประเภท,This is genre.
9434,7-9,剔除,tīchú,动,v.,กริยา,to reject; to discard,กำจัด,他剔除了。,เขากำจัดแล้ว,He rejects.
9435,7-9,铁,tiě,名、形,n. / adj.,คำนาม / คำคุณศัพท์,iron; arms,เหล็ก / (คุณศัพท์),这个很铁。,อันนี้เหล็กมาก,This is very iron.
9436,7-9,贴切,tiēqiè,形,adj.,คำคุณศัพท์,close-fitting; closest,เหมาะสม,这个很贴切。,อันนี้เหมาะสมมาก,This is very close-fitting.
9437,7-9,帖子,tiězi,名,n.,คำนาม,card; invitation,โพสต์,这是帖子。,นี่คือโพสต์,This is card.
9438,7-9,提纲,tígāng,名,n.,คำนาม,outline; synopsis,โครงร่าง,这是提纲。,นี่คือโครงร่าง,This is outline.
9439,7-9,替换,tìhuàn,动,v.,กริยา,to exchange; to replace,แทนที่,他替换了。,เขาแทนที่แล้ว,He exchanges.
9440,7-9,提及,tíjí,动,v.,กริยา,to mention; to raise,กล่าวถึง,他提及了。,เขากล่าวถึงแล้ว,He mentions.
9441,7-9,提炼,tíliàn,动,v.,กริยา,to extract; to refine,การกลั่น,他提炼了。,เขาการกลั่นแล้ว,He extracts.
9442,7-9,体谅,tǐliàng,动,v.,กริยา,to empathize; to allow,ความเข้าใจ,他体谅了。,เขาความเข้าใจแล้ว,He empathizes.
9443,7-9,体面,tǐmiàn,名、形,n. / adj.,คำนาม / คำคุณศัพท์,dignity; face,เหมาะสม / (คุณศัพท์),这个很体面。,อันนี้เหมาะสมมาก,This is very dignity.
9444,7-9,提名,tímíng,动,v.,กริยา,to nominate,การเสนอชื่อ,他提名了。,เขาการเสนอชื่อแล้ว,He nominates.
9445,7-9,体能,tǐnéng,名,n.,คำนาม,physical capability; stamina,ความฟิตทางกายภาพ,这是体能。,นี่คือความฟิตทางกายภาพ,This is physical capability.
9446,7-9,挺拔,tǐngbá,形,adj.,คำคุณศัพท์,tall and straight,สูงและตรง,这个很挺拔。,อันนี้สูงและตรงมาก,This is very tall and straight.
9447,7-9,停泊,tíngbó,动,v.,กริยา,to anchor; anchorage,การจอดเรือ,他停泊了。,เขาการจอดเรือแล้ว,He anchors.
9448,7-9,听从,tīngcóng,动,v.,กริยา,to listen and obey; to comply with,เชื่อฟัง,他听从了。,เขาเชื่อฟังแล้ว,He listen and obey.
9449,7-9,停顿,tíngdùn,动,v.,กริยา,to halt; to break off,หยุดชั่วคราว,他停顿了。,เขาหยุดชั่วคราวแล้ว,He halts.
9450,7-9,停放,tíngfàng,动,v.,กริยา,to park; to moor,สวน,他停放了。,เขาสวนแล้ว,He parks.
9451,7-9,停业,tíngyè,动,v.,กริยา,to cease trading; to close down,การปิด,他停业了。,เขาการปิดแล้ว,He is cease trading.
9452,7-9,停滞,tíngzhì,动,v.,กริยา,stagnation; at a standstill,ความซบเซา,他停滞了。,เขาความซบเซาแล้ว,He stagnation.
9453,7-9,亭子,tíngzi,名,n.,คำนาม,pavilion,ศาลา,这是亭子。,นี่คือศาลา,This is pavilion.
9454,7-9,体魄,tǐpò,名,n.,คำนาม,physique; build,ร่างกาย,这是体魄。,นี่คือร่างกาย,This is physique.
9455,7-9,提速,tísù,动,v.,กริยา,to increase the specified cruising speed; to pick up speed,เร่งความเร็ว,他提速了。,เขาเร่งความเร็วแล้ว,He increase the specified cruising speed.
9456,7-9,体态,tǐtài,名,n.,คำนาม,figure; physique,ท่าทาง,这是体态。,นี่คือท่าทาง,This is figure.
9457,7-9,体贴,tǐtiē,动,v.,กริยา,considerate,รอบคอบ,他体贴了。,เขารอบคอบแล้ว,He considerate.
9458,7-9,提心吊胆,tíxīn-diàodǎn,形,adj.,คำคุณศัพท์,with ones heart in mouth,หัวใจจะหล่น,这个很提心吊胆。,อันนี้หัวใจจะหล่นมาก,This is very with ones heart in mouth.
9459,7-9,提议,tíyì,动、名,v./n.,กริยา / คำนาม,to propose; proposal,เสนอ / (กริยา: propose),他提议了。,เขาเสนอแล้ว,He proposes.
9460,7-9,体制,tǐzhì,名,n.,คำนาม,system; organization,ระบบ,这是体制。,นี่คือระบบ,This is system.
9461,7-9,体质,tǐzhì,名,n.,คำนาม,constitution,รัฐธรรมนูญ,这是体质。,นี่คือรัฐธรรมนูญ,This is constitution.
9462,7-9,梯子,tīzi,名,n.,คำนาม,ladder; stepladder,บันไดปีน,这是梯子。,นี่คือบันไดปีน,This is ladder.
9463,7-9,捅,tǒng,动,v.,กริยา,to stab; to poke,แทง,他捅了。,เขาแทงแล้ว,He stabs.
9464,7-9,筒,tǒng,名,n.,คำนาม,tube; cylinder,กระบอกสูบ,这是筒。,นี่คือกระบอกสูบ,This is tube.
9465,7-9,同胞,tóngbāo,名,n.,คำนาม,born of the same parents; sibling,เพื่อนร่วมชาติ,这是同胞。,นี่คือเพื่อนร่วมชาติ,This is born of the same parents.
9466,7-9,通报,tōngbào,动、名,n. / v.,กริยา / คำนาม,to inform; to notify,การแจ้งเตือน / แจ้ง,他通报了。,เขาการแจ้งเตือนแล้ว,He informs.
9467,7-9,同比,tóngbǐ,动,v.,กริยา,over the same period; year-on-year,ปีต่อปี,他同比了。,เขาปีต่อปีแล้ว,He over the same period.
9468,7-9,同步,tóngbù,动,v.,กริยา,synchronous; to synchronize,ซิงโครนัส,他同步了。,เขาซิงโครนัสแล้ว,He synchronous.
9469,7-9,通畅,tōngchàng,形,adj.,คำคุณศัพท์,unobstructed; clear,ไม่มีสิ่งกีดขวาง,这个很通畅。,อันนี้ไม่มีสิ่งกีดขวางมาก,This is very unobstructed.
9470,7-9,通车,tōngchē,动,v.,กริยา,to open to traffic; to have a transportation service,เปิดให้สัญจร,他通车了。,เขาเปิดให้สัญจรแล้ว,He open to traffic.
9471,7-9,统筹,tǒngchóu,动,v.,กริยา,an overall plan; to plan an entire project as a whole,การวางแผนโดยรวม,他统筹了。,เขาการวางแผนโดยรวมแล้ว,He an overall plan.
9472,7-9,同等,tóngděng,形,adj.,คำคุณศัพท์,equal to; having the same social class or status,เท่ากัน,这个很同等。,อันนี้เท่ากันมาก,This is very equal to.
9473,7-9,同感,tónggǎn,名,n.,คำนาม,same feeling; similar impression,รู้สึกเหมือนกัน,这是同感。,นี่คือรู้สึกเหมือนกัน,This is same feeling.
9474,7-9,通告,tōnggào,动、名,n. / v.,กริยา / คำนาม,to announce; to give notice,สังเกต / ประกาศ,他通告了。,เขาสังเกตแล้ว,He announces.
9475,7-9,通红,tōnghóng,形,adj.,คำคุณศัพท์,very red; red through and through,สีแดงสด,这个很通红。,อันนี้สีแดงสดมาก,This is very very red.
9476,7-9,同伙,tónghuǒ,动、名,n. / v.,กริยา / คำนาม,colleague; co-conspirator,ผู้สมรู้ร่วมคิด / (co-conspirator),他同伙了。,เขาผู้สมรู้ร่วมคิดแล้ว,He colleague.
9477,7-9,通货膨胀,tōnghuò péngzhàng,-,-,-,inflation,เงินเฟ้อ,这是通货膨胀。,นี่คือเงินเฟ้อ,This is inflation.
9478,7-9,通缉,tōngjī,动,v.,กริยา,to order the arrest of sb as criminal; to list as wanted,เป็นที่ต้องการ,他通缉了。,เขาเป็นที่ต้องการแล้ว,He order the arrest of sb as criminal.
9479,7-9,同盟,tóngméng,动、名,n. / v.,กริยา / คำนาม,alliance,พันธมิตร / (นาม),他同盟了。,เขาพันธมิตรแล้ว,He alliance.
9480,7-9,同期,tóngqī,名,n.,คำนาม,the corresponding time period; concurrent,ในช่วงเวลาเดียวกัน,这是同期。,นี่คือในช่วงเวลาเดียวกัน,This is the corresponding time period.
9481,7-9,同仁,tóngrén,名,n.,คำนาม,colleague (formal/respectful),เพื่อนร่วมงาน (ทางการ),这是同仁。,นี่คือเพื่อนร่วมงาน (ทางการ),This is colleague (formal/respectful).
9482,7-9,通顺,tōngshùn,形,adj.,คำคุณศัพท์,smooth; clear and coherent,เรียบ,这个很通顺。,อันนี้เรียบมาก,This is very smooth.
9483,7-9,通俗,tōngsú,形,adj.,คำคุณศัพท์,common; everyday,เป็นที่นิยม,这个很通俗。,อันนี้เป็นที่นิยมมาก,This is very common.
9484,7-9,统统,tǒngtǒng,副,adv.,คำวิเศษณ์,totally,ทั้งหมด,他统统努力学习。,เขาทั้งหมดตั้งใจเรียน,He totallys.
9485,7-9,通通,tōngtōng,副,adv.,คำวิเศษณ์,all; entire,ทั้งหมด,他通通努力学习。,เขาทั้งหมดตั้งใจเรียน,He alls.
9486,7-9,通宵,tōngxiāo,名,n.,คำนาม,all night; throughout the night,ค้างคืน,这是通宵。,นี่คือค้างคืน,This is all night.
9487,7-9,痛心,tòngxīn,形,adj.,คำคุณศัพท์,grieved; pained,น่าเศร้าใจ,这个很痛心。,อันนี้น่าเศร้าใจมาก,This is very grieved.
9488,7-9,同志,tóngzhì,名,n.,คำนาม,comrade; homosexual,สหาย,这是同志。,นี่คือสหาย,This is comrade.
9489,7-9,统治,tǒngzhì,动,v.,กริยา,to rule; to govern,ปกครอง / ครอบงำ,他统治了。,เขาปกครองแล้ว,He rules.
9490,7-9,同舟共济,tóngzhōu-gòngjì,动,v.,กริยา,in the same boat,ร่วมทุกข์ร่วมสุข,他同舟共济了。,เขาร่วมทุกข์ร่วมสุขแล้ว,He in the same boat.
9491,7-9,投奔,tóubèn,动,v.,กริยา,to seek shelter; to seek asylum,แสวงหาที่หลบภัย,他投奔了。,เขาแสวงหาที่หลบภัยแล้ว,He seek shelter.
9492,7-9,透彻,tòuchè,形,adj.,คำคุณศัพท์,penetrating; thorough,อย่างละเอียดถี่ถ้วน,这个很透彻。,อันนี้อย่างละเอียดถี่ถ้วนมาก,This is very penetrating.
9493,7-9,投放,tóufàng,动,v.,กริยา,to input; to throw in,การปรับใช้,他投放了。,เขาการปรับใช้แล้ว,He inputs.
9494,7-9,投稿,tóugǎo,动,v.,กริยา,to submit articles for publication; to contribute,มีส่วนช่วย,他投稿了。,เขามีส่วนช่วยแล้ว,He submit articles for publication.
9495,7-9,头号,tóuhào,形,adj.,คำคุณศัพท์,first rate; top rank,หมายเลขหนึ่ง,这个很头号。,อันนี้หมายเลขหนึ่งมาก,This is very first rate.
9496,7-9,投机,tóujī,形、动,v. / adj.,คำคุณศัพท์ / กริยา,to speculate; opportunistic,การคาดเดา / (กริยา: speculate),这个很投机。,อันนี้การคาดเดามาก,This is very to speculate.
9497,7-9,偷窥,tōukuī,动,v.,กริยา,to peep; to peek,แอบมอง,他偷窥了。,เขาแอบมองแล้ว,He peeps.
9498,7-9,偷懒,tōulǎn,动,v.,กริยา,to goof off; to be lazy,ขี้เกียจ,他偷懒了。,เขาขี้เกียจแล้ว,He goof off.
9499,7-9,透气,tòuqì,动,v.,กริยา,to flow freely; to ventilate,ระบายอากาศได้ดี,他透气了。,เขาระบายอากาศได้ดีแล้ว,He flow freely.
9500,7-9,投射,tóushè,动,v.,กริยา,to throw; to cast,การฉายภาพ,他投射了。,เขาการฉายภาพแล้ว,He throws.
9501,7-9,投身,tóushēn,动,v.,กริยา,to devote oneself to,อุทิศตัว,他投身了。,เขาอุทิศตัวแล้ว,He devote oneself to.
9502,7-9,头条,tóutiáo,名,n.,คำนาม,"Toutiao, personalized content recommendation app",พาดหัวข่าว,这是头条。,นี่คือพาดหัวข่าว,"This is Toutiao, personalized content recommendation app."
9503,7-9,头头是道,tóutóu-shìdào,形,adj.,คำคุณศัพท์,clear and logical,มีเหตุมีผล,这个很头头是道。,อันนี้มีเหตุมีผลมาก,This is very clear and logical.
9504,7-9,头衔,tóuxián,名,n.,คำนาม,title; rank,ชื่อ,这是头衔。,นี่คือชื่อ,This is title.
9505,7-9,投降,tóuxiáng,动,v.,กริยา,to surrender; surrender,ยอมแพ้,他投降了。,เขายอมแพ้แล้ว,He surrenders.
9506,7-9,投掷,tóuzhì,动,v.,กริยา,to throw sth a long distance; to hurl,โยน,他投掷了。,เขาโยนแล้ว,He throw sth a long distance.
9507,7-9,透支,tòuzhī,动,v.,กริยา,overdraft,เงินเบิกเกินบัญชี,他透支了。,เขาเงินเบิกเกินบัญชีแล้ว,He overdraft.
9508,7-9,涂,tú,动,v.,กริยา,to apply; to smear,ทา / ป้าย (สี),他涂了。,เขาทาแล้ว,He applys.
9509,7-9,凸,tū,形,adj.,คำคุณศัพท์,to stick out; protruding,นูน,这个很凸。,อันนี้นูนมาก,This is very to stick out.
9510,7-9,秃,tū,形,adj.,คำคุณศัพท์,bald; blunt,หัวล้าน,这个很秃。,อันนี้หัวล้านมาก,This is very bald.
9511,7-9,团伙,tuánhuǒ,名,n.,คำนาม,gang; gang member,แก๊ง,这是团伙。,นี่คือแก๊ง,This is gang.
9512,7-9,团聚,tuánjù,动,v.,กริยา,to reunite; to have a reunion,การรวมตัว,他团聚了。,เขาการรวมตัวแล้ว,He reunites.
9513,7-9,团员,tuányuán,名,n.,คำนาม,member; group member,สมาชิก,这是团员。,นี่คือสมาชิก,This is member.
9514,7-9,徒步,túbù,副,adv.,คำวิเศษณ์,to be on foot,เดินเท้า,他徒步努力学习。,เขาเดินเท้าตั้งใจเรียน,He be on foots.
9515,7-9,吐槽,tǔcáo,动,v.,กริยา,to roast; to ridicule,ยื่นเรื่องร้องเรียน,他吐槽了。,เขายื่นเรื่องร้องเรียนแล้ว,He roasts.
9516,7-9,退步,tuìbù,动,v.,กริยา,to do less well than before; to make a concession,การถดถอย,他退步了。,เขาการถดถอยแล้ว,He do less well than before.
9517,7-9,推崇,tuīchóng,动,v.,กริยา,to esteem; to think highly of,แนะนำเป็นอย่างยิ่ง,他推崇了。,เขาแนะนำเป็นอย่างยิ่งแล้ว,He esteems.
9518,7-9,推辞,tuīcí,动,v.,กริยา,to decline,ปฏิเสธ,他推辞了。,เขาปฏิเสธแล้ว,He declines.
9519,7-9,推断,tuīduàn,动,v.,กริยา,to infer; to deduce,อนุมาน,他推断了。,เขาอนุมานแล้ว,He infers.
9520,7-9,推翻,tuīfān,动,v.,กริยา,to overthrow,การโค่นล้ม,他推翻了。,เขาการโค่นล้มแล้ว,He overthrows.
9521,7-9,颓废,tuífèi,形,adj.,คำคุณศัพท์,decadent; dispirited,เสื่อม,这个很颓废。,อันนี้เสื่อมมาก,This is very decadent.
9522,7-9,退化,tuìhuà,动,v.,กริยา,to degenerate; atrophy,ความเสื่อม,他退化了。,เขาความเสื่อมแล้ว,He degenerates.
9523,7-9,退回,tuìhuí,动,v.,กริยา,to return; to send back,กลับ,他退回了。,เขากลับแล้ว,He returns.
9524,7-9,推理,tuīlǐ,动,v.,กริยา,reasoning; inference,การให้เหตุผล,他推理了。,เขาการให้เหตุผลแล้ว,He reasoning.
9525,7-9,推论,tuīlùn,动、名,n. / v.,กริยา / คำนาม,to infer; inference,การอนุมาน / (กริยา: infer),他推论了。,เขาการอนุมานแล้ว,He infers.
9526,7-9,推敲,tuīqiāo,动,v.,กริยา,to think over,การพิจารณา,他推敲了。,เขาการพิจารณาแล้ว,He think over.
9527,7-9,退却,tuìquè,动,v.,กริยา,to retreat; to shrink back,การถอย,他退却了。,เขาการถอยแล้ว,He retreats.
9528,7-9,退让,tuìràng,动,v.,กริยา,to move aside; to get out of the way,สัมปทาน,他退让了。,เขาสัมปทานแล้ว,He move aside.
9529,7-9,推算,tuīsuàn,动,v.,กริยา,to calculate; to reckon,การประมาณการ,他推算了。,เขาการประมาณการแล้ว,He calculates.
9530,7-9,退缩,tuìsuō,动,v.,กริยา,to shrink back; to cower,การถอย,他退缩了。,เขาการถอยแล้ว,He shrink back.
9531,7-9,推卸,tuīxiè,动,v.,กริยา,to avoid; to shift,ปัด,他推卸了。,เขาปัดแล้ว,He avoids.
9532,7-9,推选,tuīxuǎn,动,v.,กริยา,to elect; to choose,การเสนอชื่อ,他推选了。,เขาการเสนอชื่อแล้ว,He elects.
9533,7-9,退役,tuìyì,动,v.,กริยา,"to retire from the military, sport etc; to demobilize",การเกษียณอายุ,他退役了。,เขาการเกษียณอายุแล้ว,"He retire from the military, sport etc."
9534,7-9,推移,tuīyí,动,v.,กริยา,to elapse or pass; to develop or evolve,เคลื่อนไหว,他推移了。,เขาเคลื่อนไหวแล้ว,He elapse or pass.
9535,7-9,突击,tūjī,动,v.,กริยา,sudden and violent attack; assault,การทำร้ายร่างกาย,他突击了。,เขาการทำร้ายร่างกายแล้ว,He sudden and violent attack.
9536,7-9,徒劳,túláo,动,v.,กริยา,futile,ไร้ประโยชน์,他徒劳了。,เขาไร้ประโยชน์แล้ว,He futile.
9537,7-9,臀,tún,名,n.,คำนาม,butt; buttocks,ก้น,这是臀。,นี่คือก้น,This is butt.
9538,7-9,吞吞吐吐,tūntūntǔtǔ,形,adj.,คำคุณศัพท์,to hum and haw; to mumble as if hiding sth,ลังเล,这个很吞吞吐吐。,อันนี้ลังเลมาก,This is very to hum and haw.
9539,7-9,驮,tuó,动,v.,กริยา,load carried by a pack animal,บรรทุก (สัตว์),他驮了。,เขาบรรทุก (สัตว์)แล้ว,He load carried by a pack animal.
9540,7-9,妥,tuǒ,形,adj.,คำคุณศัพท์,suitable; adequate,ตั่ว,这个很妥。,อันนี้ตั่วมาก,This is very suitable.
9541,7-9,托,tuō,动、名,n. / v.,กริยา / คำนาม,prop; support,ตั่ว / (support),他托了。,เขาตั่วแล้ว,He prop.
9542,7-9,妥当,tuǒdàng,形,adj.,คำคุณศัพท์,appropriate; proper,เหมาะสม,这个很妥当。,อันนี้เหมาะสมมาก,This is very appropriate.
9543,7-9,托付,tuōfù,动,v.,กริยา,to entrust,มอบหมาย,他托付了。,เขามอบหมายแล้ว,He entrusts.
9544,7-9,脱节,tuōjié,动,v.,กริยา,to come apart,การตัดการเชื่อมต่อ,他脱节了。,เขาการตัดการเชื่อมต่อแล้ว,He come apart.
9545,7-9,脱口而出,tuōkǒu’érchū,动,v.,กริยา,to blurt out,พูดออกมาโดยไม่ตั้งใจ,他脱口而出了。,เขาพูดออกมาโดยไม่ตั้งใจแล้ว,He blurt out.
9546,7-9,拓宽,tuòkuān,动,v.,กริยา,to broaden,ขยาย,他拓宽了。,เขาขยายแล้ว,He broadens.
9547,7-9,拖累,tuōlěi,动,v.,กริยา,to encumber; to be a burden on,ลาก,他拖累了。,เขาลากแล้ว,He encumbers.
9548,7-9,脱离,tuōlí,动,v.,กริยา,to separate oneself from; to break away from,หนีไป,他脱离了。,เขาหนีไปแล้ว,He separate oneself from.
9549,7-9,脱落,tuōluò,动,v.,กริยา,to drop off; to come off,การผลัดขน,他脱落了。,เขาการผลัดขนแล้ว,He drop off.
9550,7-9,唾弃,tuòqì,动,v.,กริยา,to spurn; to disdain,ทิ้งไป,他唾弃了。,เขาทิ้งไปแล้ว,He spurns.
9551,7-9,拖欠,tuōqiàn,动,v.,กริยา,in arrears; behind in payments,ค้างชำระ,他拖欠了。,เขาค้างชำระแล้ว,He in arrears.
9552,7-9,妥善,tuǒshàn,形,adj.,คำคุณศัพท์,appropriate; proper,เหมาะสม,这个很妥善。,อันนี้เหมาะสมมาก,This is very appropriate.
9553,7-9,脱身,tuōshēn,动,v.,กริยา,to get away; to escape,หนี,他脱身了。,เขาหนีแล้ว,He get away.
9554,7-9,妥协,tuǒxié,动,v.,กริยา,to compromise; to reach terms,ประนีประนอม,他妥协了。,เขาประนีประนอมแล้ว,He compromises.
9555,7-9,唾液,tuòyè,名,n.,คำนาม,saliva,น้ำลาย,这是唾液。,นี่คือน้ำลาย,This is saliva.
9556,7-9,脱颖而出,tuōyǐng’érchū,动,v.,กริยา,to stand out,โดดเด่น,他脱颖而出了。,เขาโดดเด่นแล้ว,He stand out.
9557,7-9,椭圆,tuǒyuán,名,n.,คำนาม,oval; ellipse,วงรี,这是椭圆。,นี่คือวงรี,This is oval.
9558,7-9,拓展,tuòzhǎn,动,v.,กริยา,to expand,ขยาย,他拓展了。,เขาขยายแล้ว,He expands.
9559,7-9,突破口,tūpòkǒu,名,n.,คำนาม,breakthrough point,จุดพลิกผัน,这是突破口。,นี่คือจุดพลิกผัน,This is breakthrough point.
9560,7-9,突如其来,tūrú-qílái,形,adj.,คำคุณศัพท์,sudden; abrupt,ฉับพลัน,这个很突如其来。,อันนี้ฉับพลันมาก,This is very sudden.
9561,7-9,屠杀,túshā,动,v.,กริยา,to massacre; massacre,การสังหารหมู่,他屠杀了。,เขาการสังหารหมู่แล้ว,He massacres.
9562,7-9,土生土长,tǔshēng-tǔzhǎng,形,adj.,คำคุณศัพท์,locally born and bred,เกิดและเติบโตที่นั่น,这个很土生土长。,อันนี้เกิดและเติบโตที่นั่นมาก,This is very locally born and bred.
9563,7-9,突兀,tūwù,形,adj.,คำคุณศัพท์,lofty or towering; sudden or abrupt,ไม่คาดคิด,这个很突兀。,อันนี้ไม่คาดคิดมาก,This is very lofty or towering.
9564,7-9,凸显,tūxiǎn,动,v.,กริยา,to present clearly; to give prominence to,ไฮไลท์,他凸显了。,เขาไฮไลท์แล้ว,He present clearly.
9565,7-9,图形,túxíng,名,n.,คำนาม,picture; figure,กราฟิก,这是图形。,นี่คือกราฟิก,This is picture.
9566,7-9,图纸,túzhǐ,名,n.,คำนาม,blueprint; drawing,การวาดภาพ,这是图纸。,นี่คือการวาดภาพ,This is blueprint.
9567,7-9,瓦,wǎ,名,n.,คำนาม,roof tile,วัตต์,这是瓦。,นี่คือวัตต์,This is roof tile.
9568,7-9,外币,wàibì,名,n.,คำนาม,foreign currency,สกุลเงินต่างประเทศ,这是外币。,นี่คือสกุลเงินต่างประเทศ,This is foreign currency.
9569,7-9,外行,wàiháng,形、名,n. / adj.,คำคุณศัพท์ / คำนาม,layman; amateur,คนธรรมดา / (คุณศัพท์),这个很外行。,อันนี้คนธรรมดามาก,This is very layman.
